TIMESTAMP_HORA;LLEGADAS_HORA;PACIENTES_PRESENTES;CAP_BOXES_NOMINAL;RATIO_PRESENTES_BOXES_NOMINALES;EXCESO_SOBRE_BOXES_NOMINALES;TURNO;MEDICOS_TURNO;ENFERMERAS_TURNO;PACIENTES_POR_MEDICO;PACIENTES_POR_ENFERMERA;TRIAGE_DELAY_MEDIA;TRIAGE_DELAY_P95;INGRESOS_HORA;PCT_INGRESO;TRIAJE_I;TRIAJE_II;TRIAJE_III;TRIAJE_IV;TRIAJE_V;PCT_TRIAJE_ALTO_I_II
2024-11-14 15:00:00;16;27;9;3.000;18;TARDE;10;8;2.700;3.375;7.333;14.137;2;0.125;0;2;3;6;4;0.133
2024-11-14 16:00:00;11;33;9;3.667;24;TARDE;10;8;3.300;4.125;9.895;14.512;4;0.364;0;0;3;5;2;0.000
2024-11-14 17:00:00;9;33;9;3.667;24;TARDE;10;8;3.300;4.125;6.532;9.390;1;0.111;0;0;0;6;3;0.000
2024-11-14 18:00:00;9;33;9;3.667;24;TARDE;10;8;3.300;4.125;5.948;8.367;4;0.444;0;0;1;6;2;0.000
2024-11-14 19:00:00;3;26;9;2.889;17;TARDE;10;8;2.600;3.250;3.645;5.525;1;0.333;0;0;0;1;2;0.000
2024-11-14 20:00:00;3;21;9;2.333;12;TARDE;10;8;2.100;2.625;1.778;1.833;1;0.333;0;0;0;2;1;0.000
2024-11-14 21:00:00;2;13;9;1.444;4;TARDE;10;8;1.300;1.625;3.000;4.320;1;0.500;0;0;1;1;0;0.000
2024-11-14 22:00:00;4;8;9;0.889;0;NOCHE;5;8;1.600;1.000;4.542;5.636;1;0.250;0;0;0;2;2;0.000
2024-11-14 23:00:00;4;7;9;0.778;0;NOCHE;5;8;1.400;0.875;5.162;6.813;0;0.000;0;0;1;3;0;0.000
2024-11-15 00:00:00;1;9;9;1.000;0;NOCHE;5;8;1.800;1.125;4.167;4.167;0;0.000;0;0;0;1;0;0.000
2024-11-15 01:00:00;0;6;9;0.667;0;NOCHE;5;8;1.200;0.750;;;0;0.000;0;0;0;0;0;
2024-11-15 02:00:00;1;2;9;0.222;0;NOCHE;5;8;0.400;0.250;2.533;2.533;1;1.000;0;0;0;0;1;0.000
2024-11-15 03:00:00;1;2;9;0.222;0;NOCHE;5;8;0.400;0.250;4.733;4.733;0;0.000;0;0;0;0;1;0.000
2024-11-15 04:00:00;2;1;9;0.111;0;NOCHE;5;8;0.200;0.125;6.716;8.772;0;0.000;0;0;0;0;2;0.000
2024-11-15 05:00:00;0;2;9;0.222;0;NOCHE;5;8;0.400;0.250;;;0;0.000;0;0;0;0;0;
2024-11-15 06:00:00;1;1;9;0.111;0;NOCHE;5;8;0.200;0.125;5.217;5.217;0;0.000;0;0;0;1;0;0.000
2024-11-15 07:00:00;2;1;9;0.111;0;NOCHE;5;8;0.200;0.125;7.608;8.366;0;0.000;0;0;0;0;2;0.000
2024-11-15 08:00:00;5;2;9;0.222;0;MANANA;10;8;0.200;0.250;4.297;6.813;0;0.000;0;0;2;2;1;0.000
2024-11-15 09:00:00;13;5;9;0.556;0;MANANA;10;8;0.500;0.625;5.224;10.961;1;0.077;0;0;3;8;1;0.000
2024-11-15 10:00:00;14;17;9;1.889;8;MANANA;10;8;1.700;2.125;6.520;10.564;3;0.214;0;0;4;10;0;0.000
2024-11-15 11:00:00;17;27;9;3.000;18;MANANA;10;8;2.700;3.375;10.182;18.788;3;0.176;0;0;4;12;0;0.000
2024-11-15 12:00:00;20;42;9;4.667;33;MANANA;10;8;4.200;5.250;6.651;12.045;5;0.250;0;1;7;11;0;0.053
2024-11-15 13:00:00;22;56;9;6.222;47;MANANA;10;8;5.600;7.000;8.715;15.368;5;0.227;0;0;3;17;0;0.000
2024-11-15 14:00:00;8;62;9;6.889;53;MANANA;10;8;6.200;7.750;3.704;5.047;1;0.125;0;0;2;6;0;0.000
2024-11-15 15:00:00;5;52;9;5.778;43;TARDE;10;8;5.200;6.500;3.810;4.986;2;0.400;0;0;2;3;0;0.000
2024-11-15 16:00:00;10;44;9;4.889;35;TARDE;10;8;4.400;5.500;4.610;8.145;2;0.200;0;0;2;7;1;0.000
2024-11-15 17:00:00;10;36;9;4.000;27;TARDE;10;8;3.600;4.500;2.877;3.879;1;0.100;0;0;2;6;2;0.000
2024-11-15 18:00:00;13;34;9;3.778;25;TARDE;10;8;3.400;4.250;4.056;6.339;2;0.154;1;0;1;9;1;0.083
2024-11-15 19:00:00;11;30;9;3.333;21;TARDE;10;8;3.000;3.750;6.550;9.566;2;0.182;0;0;1;9;1;0.000
2024-11-15 20:00:00;4;24;9;2.667;15;TARDE;10;8;2.400;3.000;4.271;5.394;2;0.500;0;0;0;4;0;0.000
2024-11-15 21:00:00;5;19;9;2.111;10;TARDE;10;8;1.900;2.375;3.820;5.090;1;0.200;0;0;0;4;1;0.000
2024-11-15 22:00:00;4;19;9;2.111;10;NOCHE;5;8;3.800;2.375;11.254;16.039;0;0.000;0;0;1;2;1;0.000
2024-11-15 23:00:00;1;15;9;1.667;6;NOCHE;5;8;3.000;1.875;4.067;4.067;0;0.000;0;0;0;0;1;0.000
2024-11-16 00:00:00;2;9;9;1.000;0;NOCHE;5;8;1.800;1.125;4.375;5.387;0;0.000;0;1;0;1;0;0.500
2024-11-16 01:00:00;0;6;9;0.667;0;NOCHE;5;8;1.200;0.750;;;0;0.000;0;0;0;0;0;
2024-11-16 02:00:00;2;5;9;0.556;0;NOCHE;5;8;1.000;0.625;6.325;8.553;1;0.500;0;0;0;0;2;0.000
2024-11-16 03:00:00;2;6;9;0.667;0;NOCHE;5;8;1.200;0.750;5.833;7.844;0;0.000;0;0;0;1;1;0.000
2024-11-16 04:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;4.183;4.183;0;0.000;0;0;0;1;0;0.000
2024-11-16 05:00:00;1;6;9;0.667;0;NOCHE;5;8;1.200;0.750;2.433;2.433;0;0.000;0;0;0;0;1;0.000
2024-11-16 06:00:00;2;6;9;0.667;0;NOCHE;5;8;1.200;0.750;6.600;6.690;1;0.500;0;0;0;1;1;0.000
2024-11-16 07:00:00;4;6;9;0.667;0;NOCHE;5;8;1.200;0.750;5.217;6.822;2;0.500;0;1;0;2;0;0.333
2024-11-16 08:00:00;1;9;9;1.000;0;MANANA;10;8;0.900;1.125;1.667;1.667;0;0.000;0;0;0;0;1;0.000
2024-11-16 09:00:00;6;7;9;0.778;0;MANANA;10;8;0.700;0.875;4.519;6.213;0;0.000;0;0;0;0;6;0.000
2024-11-16 10:00:00;10;11;9;1.222;2;MANANA;10;8;1.100;1.375;4.085;6.667;1;0.100;0;0;0;0;10;0.000
2024-11-16 11:00:00;14;15;9;1.667;6;MANANA;10;8;1.500;1.875;5.581;8.458;3;0.214;0;0;0;0;14;0.000
2024-11-16 12:00:00;13;30;9;3.333;21;MANANA;10;8;3.000;3.750;6.754;22.083;2;0.154;0;0;1;7;5;0.000
2024-11-16 13:00:00;9;33;9;3.667;24;MANANA;10;8;3.300;4.125;3.298;6.020;3;0.333;0;0;0;0;9;0.000
2024-11-16 14:00:00;9;36;9;4.000;27;MANANA;10;8;3.600;4.500;5.304;8.533;1;0.111;0;0;1;2;6;0.000
2024-11-16 15:00:00;7;38;9;4.222;29;TARDE;10;8;3.800;4.750;3.581;5.300;0;0.000;0;0;1;4;2;0.000
2024-11-16 16:00:00;7;38;9;4.222;29;TARDE;10;8;3.800;4.750;5.993;8.293;0;0.000;0;0;1;5;1;0.000
2024-11-16 17:00:00;10;33;9;3.667;24;TARDE;10;8;3.300;4.125;4.878;8.473;1;0.100;0;0;1;9;0;0.000
2024-11-16 18:00:00;11;41;9;4.556;32;TARDE;10;8;4.100;5.125;6.621;15.867;0;0.000;0;0;2;6;3;0.000
2024-11-16 19:00:00;2;38;9;4.222;29;TARDE;10;8;3.800;4.750;4.966;5.357;0;0.000;0;0;0;2;0;0.000
2024-11-16 20:00:00;8;20;9;2.222;11;TARDE;10;8;2.000;2.500;5.244;7.327;2;0.250;0;0;2;6;0;0.000
2024-11-16 21:00:00;7;18;9;2.000;9;TARDE;10;8;1.800;2.250;5.867;11.188;2;0.286;0;0;1;4;2;0.000
2024-11-16 22:00:00;6;17;9;1.889;8;NOCHE;5;8;3.400;2.125;7.303;9.571;1;0.167;0;1;0;4;1;0.167
2024-11-16 23:00:00;3;16;9;1.778;7;NOCHE;5;8;3.200;2.000;5.811;6.535;2;0.667;0;0;0;1;2;0.000
2024-11-17 00:00:00;2;15;9;1.667;6;NOCHE;5;8;3.000;1.875;22.200;22.200;0;0.000;0;0;0;1;0;0.000
2024-11-17 01:00:00;3;13;9;1.444;4;NOCHE;5;8;2.600;1.625;8.845;11.967;0;0.000;0;0;0;1;2;0.000
2024-11-17 02:00:00;0;7;9;0.778;0;NOCHE;5;8;1.400;0.875;;;0;0.000;0;0;0;0;0;
2024-11-17 03:00:00;3;5;9;0.556;0;NOCHE;5;8;1.000;0.625;6.361;9.063;0;0.000;0;0;0;2;1;0.000
2024-11-17 04:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;7.833;7.833;0;0.000;0;0;0;1;0;0.000
2024-11-17 05:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;2.800;2.800;1;1.000;0;1;0;0;0;1.000
2024-11-17 06:00:00;1;5;9;0.556;0;NOCHE;5;8;1.000;0.625;6.317;6.317;0;0.000;0;0;0;1;0;0.000
2024-11-17 07:00:00;0;4;9;0.444;0;NOCHE;5;8;0.800;0.500;;;0;0.000;0;0;0;0;0;
2024-11-17 08:00:00;6;4;9;0.444;0;MANANA;10;8;0.400;0.500;4.780;7.233;1;0.167;0;2;1;3;0;0.333
2024-11-17 09:00:00;9;8;9;0.889;0;MANANA;10;8;0.800;1.000;3.548;4.840;1;0.111;0;0;2;4;3;0.000
2024-11-17 10:00:00;9;12;9;1.333;3;MANANA;10;8;1.200;1.500;3.163;4.750;1;0.111;0;0;3;5;1;0.000
2024-11-17 11:00:00;13;15;9;1.667;6;MANANA;10;8;1.500;1.875;6.442;13.547;3;0.231;0;1;2;9;1;0.077
2024-11-17 12:00:00;11;22;9;2.444;13;MANANA;10;8;2.200;2.750;10.155;18.442;1;0.091;0;0;2;7;2;0.000
2024-11-17 13:00:00;13;23;9;2.556;14;MANANA;10;8;2.300;2.875;5.293;8.290;1;0.077;0;1;3;9;0;0.077
2024-11-17 14:00:00;9;29;9;3.222;20;MANANA;10;8;2.900;3.625;7.330;12.277;1;0.111;0;1;1;3;4;0.111
2024-11-17 15:00:00;4;29;9;3.222;20;TARDE;10;8;2.900;3.625;4.108;6.008;1;0.250;0;0;1;3;0;0.000
2024-11-17 16:00:00;9;21;9;2.333;12;TARDE;10;8;2.100;2.625;5.859;11.233;3;0.333;0;0;9;0;0;0.000
2024-11-17 17:00:00;3;25;9;2.778;16;TARDE;10;8;2.500;3.125;6.450;7.793;1;0.333;0;0;1;1;1;0.000
2024-11-17 18:00:00;10;22;9;2.444;13;TARDE;10;8;2.200;2.750;4.400;7.093;2;0.200;0;0;2;7;0;0.000
2024-11-17 19:00:00;7;25;9;2.778;16;TARDE;10;8;2.500;3.125;4.988;8.362;3;0.429;0;0;5;1;1;0.000
2024-11-17 20:00:00;6;23;9;2.556;14;TARDE;10;8;2.300;2.875;3.322;5.292;1;0.167;0;0;4;1;1;0.000
2024-11-17 21:00:00;6;21;9;2.333;12;TARDE;10;8;2.100;2.625;4.408;6.892;1;0.167;0;0;3;3;0;0.000
2024-11-17 22:00:00;2;21;9;2.333;12;NOCHE;5;8;4.200;2.625;4.275;4.297;0;0.000;0;0;0;0;2;0.000
2024-11-17 23:00:00;9;10;9;1.111;1;NOCHE;5;8;2.000;1.250;6.776;12.077;2;0.222;0;1;0;1;7;0.111
2024-11-18 00:00:00;3;13;9;1.444;4;NOCHE;5;8;2.600;1.625;4.811;6.287;0;0.000;0;0;1;2;0;0.000
2024-11-18 01:00:00;2;9;9;1.000;0;NOCHE;5;8;1.800;1.125;5.550;6.765;0;0.000;0;0;0;0;2;0.000
2024-11-18 02:00:00;2;9;9;1.000;0;NOCHE;5;8;1.800;1.125;2.975;3.162;0;0.000;0;0;0;1;1;0.000
2024-11-18 03:00:00;2;7;9;0.778;0;NOCHE;5;8;1.400;0.875;4.941;7.109;0;0.000;0;0;0;1;1;0.000
2024-11-18 04:00:00;1;7;9;0.778;0;NOCHE;5;8;1.400;0.875;4.300;4.300;1;1.000;0;0;0;1;0;0.000
2024-11-18 05:00:00;1;4;9;0.444;0;NOCHE;5;8;0.800;0.500;4.100;4.100;0;0.000;0;0;0;1;0;0.000
2024-11-18 06:00:00;2;5;9;0.556;0;NOCHE;5;8;1.000;0.625;5.650;6.730;1;0.500;0;0;0;1;1;0.000
2024-11-18 07:00:00;1;7;9;0.778;0;NOCHE;5;8;1.400;0.875;4.117;4.117;1;1.000;0;0;0;1;0;0.000
2024-11-18 08:00:00;14;5;9;0.556;0;MANANA;10;8;0.500;0.625;6.655;12.327;2;0.143;0;0;1;8;4;0.000
2024-11-18 09:00:00;11;18;9;2.000;9;MANANA;10;8;1.800;2.250;3.827;5.437;2;0.182;0;1;1;3;5;0.100
2024-11-18 10:00:00;16;22;9;2.444;13;MANANA;10;8;2.200;2.750;5.099;7.998;4;0.250;0;0;1;5;9;0.000
2024-11-18 11:00:00;16;33;9;3.667;24;MANANA;10;8;3.300;4.125;8.468;12.312;3;0.188;0;0;0;7;9;0.000
2024-11-18 12:00:00;20;40;9;4.444;31;MANANA;10;8;4.000;5.000;12.484;22.106;1;0.050;0;0;2;9;9;0.000
2024-11-18 13:00:00;13;43;9;4.778;34;MANANA;10;8;4.300;5.375;9.117;16.548;3;0.231;0;0;3;5;4;0.000
2024-11-18 14:00:00;12;39;9;4.333;30;MANANA;10;8;3.900;4.875;6.165;8.888;4;0.333;0;0;2;8;2;0.000
2024-11-18 15:00:00;16;38;9;4.222;29;TARDE;10;8;3.800;4.750;7.068;12.233;4;0.250;0;0;0;14;2;0.000
2024-11-18 16:00:00;16;53;9;5.889;44;TARDE;10;8;5.300;6.625;8.735;14.522;0;0.000;0;0;1;14;0;0.000
2024-11-18 17:00:00;6;52;9;5.778;43;TARDE;10;8;5.200;6.500;4.693;6.450;0;0.000;0;0;0;4;1;0.000
2024-11-18 18:00:00;12;38;9;4.222;29;TARDE;10;8;3.800;4.750;7.398;13.334;2;0.167;0;0;1;7;3;0.000
2024-11-18 19:00:00;9;50;9;5.556;41;TARDE;10;8;5.000;6.250;6.602;13.047;2;0.222;0;0;1;7;1;0.000
2024-11-18 20:00:00;5;30;9;3.333;21;TARDE;10;8;3.000;3.750;3.830;6.596;2;0.400;0;0;2;2;1;0.000
2024-11-18 21:00:00;7;20;9;2.222;11;TARDE;10;8;2.000;2.500;6.550;9.418;2;0.286;0;0;1;5;1;0.000
2024-11-18 22:00:00;5;15;9;1.667;6;NOCHE;5;8;3.000;1.875;9.493;11.853;1;0.200;0;0;1;4;0;0.000
2024-11-18 23:00:00;2;12;9;1.333;3;NOCHE;5;8;2.400;1.500;6.025;7.683;0;0.000;0;0;0;1;1;0.000
2024-11-19 00:00:00;3;5;9;0.556;0;NOCHE;5;8;1.000;0.625;19.222;42.517;1;0.333;0;0;0;1;2;0.000
2024-11-19 01:00:00;4;5;9;0.556;0;NOCHE;5;8;1.000;0.625;6.204;7.296;0;0.000;0;0;0;3;1;0.000
2024-11-19 02:00:00;0;7;9;0.778;0;NOCHE;5;8;1.400;0.875;;;0;0.000;0;0;0;0;0;
2024-11-19 03:00:00;1;4;9;0.444;0;NOCHE;5;8;0.800;0.500;4.417;4.417;0;0.000;0;0;0;1;0;0.000
2024-11-19 04:00:00;3;4;9;0.444;0;NOCHE;5;8;0.800;0.500;4.817;5.616;2;0.667;0;0;0;1;2;0.000
2024-11-19 05:00:00;1;4;9;0.444;0;NOCHE;5;8;0.800;0.500;7.217;7.217;1;1.000;0;0;1;0;0;0.000
2024-11-19 06:00:00;1;5;9;0.556;0;NOCHE;5;8;1.000;0.625;12.333;12.333;0;0.000;0;0;1;0;0;0.000
2024-11-19 07:00:00;2;4;9;0.444;0;NOCHE;5;8;0.800;0.500;11.650;15.790;0;0.000;0;0;0;1;1;0.000
2024-11-19 08:00:00;7;7;9;0.778;0;MANANA;10;8;0.700;0.875;5.737;7.467;1;0.143;0;0;0;3;1;0.000
2024-11-19 09:00:00;18;14;9;1.556;5;MANANA;10;8;1.400;1.750;22.697;46.900;1;0.056;0;0;1;6;4;0.000
2024-11-19 10:00:00;19;25;9;2.778;16;MANANA;10;8;2.500;3.125;9.173;13.826;2;0.105;0;0;0;7;7;0.000
2024-11-19 11:00:00;14;32;9;3.556;23;MANANA;10;8;3.200;4.000;9.924;17.267;3;0.214;0;0;0;7;4;0.000
2024-11-19 12:00:00;13;31;9;3.444;22;MANANA;10;8;3.100;3.875;9.549;17.322;3;0.231;0;0;6;4;2;0.000
2024-11-19 13:00:00;16;32;9;3.556;23;MANANA;10;8;3.200;4.000;10.578;16.054;1;0.062;0;0;0;6;8;0.000
2024-11-19 14:00:00;8;38;9;4.222;29;MANANA;10;8;3.800;4.750;11.059;16.795;2;0.250;0;0;0;3;4;0.000
2024-11-19 15:00:00;17;35;9;3.889;26;TARDE;10;8;3.500;4.375;10.368;17.587;1;0.059;0;0;1;5;11;0.000
2024-11-19 16:00:00;14;52;9;5.778;43;TARDE;10;8;5.200;6.500;23.353;55.898;7;0.500;0;0;3;5;4;0.000
2024-11-19 17:00:00;14;49;9;5.444;40;TARDE;10;8;4.900;6.125;8.592;13.255;3;0.214;0;0;4;5;3;0.000
2024-11-19 18:00:00;13;45;9;5.000;36;TARDE;10;8;4.500;5.625;9.710;14.841;0;0.000;0;0;5;5;1;0.000
2024-11-19 19:00:00;11;43;9;4.778;34;TARDE;10;8;4.300;5.375;10.667;17.967;0;0.000;0;0;2;5;2;0.000
2024-11-19 20:00:00;10;46;9;5.111;37;TARDE;10;8;4.600;5.750;8.470;13.460;1;0.100;0;0;2;7;0;0.000
2024-11-19 21:00:00;8;28;9;3.111;19;TARDE;10;8;2.800;3.500;5.400;10.080;2;0.250;0;0;2;3;3;0.000
2024-11-19 22:00:00;6;33;9;3.667;24;NOCHE;5;8;6.600;4.125;8.255;13.025;0;0.000;0;0;3;3;0;0.000
2024-11-19 23:00:00;4;25;9;2.778;16;NOCHE;5;8;5.000;3.125;7.896;9.531;0;0.000;0;0;1;0;3;0.000
2024-11-20 00:00:00;3;23;9;2.556;14;NOCHE;5;8;4.600;2.875;6.156;8.385;0;0.000;0;0;0;1;2;0.000
2024-11-20 01:00:00;1;17;9;1.889;8;NOCHE;5;8;3.400;2.125;4.383;4.383;1;1.000;0;0;1;0;0;0.000
2024-11-20 02:00:00;3;8;9;0.889;0;NOCHE;5;8;1.600;1.000;7.050;8.037;0;0.000;0;0;0;2;1;0.000
2024-11-20 03:00:00;3;7;9;0.778;0;NOCHE;5;8;1.400;0.875;7.333;10.795;0;0.000;0;0;3;0;0;0.000
2024-11-20 04:00:00;2;10;9;1.111;1;NOCHE;5;8;2.000;1.250;3.525;4.178;1;0.500;0;1;1;0;0;0.500
2024-11-20 05:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;7.833;7.833;0;0.000;0;0;0;1;0;0.000
2024-11-20 06:00:00;1;7;9;0.778;0;NOCHE;5;8;1.400;0.875;4.650;4.650;0;0.000;0;0;0;0;1;0.000
2024-11-20 07:00:00;3;6;9;0.667;0;NOCHE;5;8;1.200;0.750;10.617;12.075;1;0.333;0;0;1;2;0;0.000
2024-11-20 08:00:00;8;8;9;0.889;0;MANANA;10;8;0.800;1.000;5.040;7.693;1;0.125;0;1;0;6;1;0.125
2024-11-20 09:00:00;15;12;9;1.333;3;MANANA;10;8;1.200;1.500;9.306;21.113;5;0.333;0;0;3;8;4;0.000
2024-11-20 10:00:00;21;26;9;2.889;17;MANANA;10;8;2.600;3.250;14.204;22.958;5;0.238;0;0;2;14;4;0.000
2024-11-20 11:00:00;22;38;9;4.222;29;MANANA;10;8;3.800;4.750;25.731;41.507;5;0.227;0;0;2;13;2;0.000
2024-11-20 12:00:00;14;45;9;5.000;36;MANANA;10;8;4.500;5.625;27.907;77.858;2;0.143;0;0;2;9;0;0.000
2024-11-20 13:00:00;11;39;9;4.333;30;MANANA;10;8;3.900;4.875;11.906;17.437;2;0.182;0;0;1;7;0;0.000
2024-11-20 14:00:00;8;34;9;3.778;25;MANANA;10;8;3.400;4.250;20.142;30.070;2;0.250;0;0;1;6;1;0.000
2024-11-20 15:00:00;6;33;9;3.667;24;TARDE;10;8;3.300;4.125;9.853;13.158;2;0.333;0;0;3;2;1;0.000
2024-11-20 16:00:00;15;28;9;3.111;19;TARDE;10;8;2.800;3.500;16.758;21.980;1;0.067;0;0;0;11;2;0.000
2024-11-20 17:00:00;5;40;9;4.444;31;TARDE;10;8;4.000;5.000;6.057;9.027;1;0.200;0;0;1;2;2;0.000
2024-11-20 18:00:00;11;33;9;3.667;24;TARDE;10;8;3.300;4.125;5.957;9.018;3;0.273;0;1;0;7;2;0.100
2024-11-20 19:00:00;13;34;9;3.778;25;TARDE;10;8;3.400;4.250;14.801;28.957;2;0.154;0;0;0;8;4;0.000
2024-11-20 20:00:00;14;36;9;4.000;27;TARDE;10;8;3.600;4.500;15.333;24.670;2;0.143;0;0;4;5;4;0.000
2024-11-20 21:00:00;7;35;9;3.889;26;TARDE;10;8;3.500;4.375;6.540;10.670;1;0.143;0;0;2;5;0;0.000
2024-11-20 22:00:00;5;37;9;4.111;28;NOCHE;5;8;7.400;4.625;6.067;10.980;0;0.000;0;1;0;3;1;0.200
2024-11-20 23:00:00;3;28;9;3.111;19;NOCHE;5;8;5.600;3.500;4.972;6.595;1;0.333;0;0;0;1;2;0.000
2024-11-21 00:00:00;1;27;9;3.000;18;NOCHE;5;8;5.400;3.375;5.967;5.967;0;0.000;0;0;0;1;0;0.000
2024-11-21 01:00:00;3;16;9;1.778;7;NOCHE;5;8;3.200;2.000;6.256;6.800;3;1.000;0;0;1;2;0;0.000
2024-11-21 02:00:00;1;11;9;1.222;2;NOCHE;5;8;2.200;1.375;7.300;7.300;1;1.000;0;0;1;0;0;0.000
2024-11-21 03:00:00;2;9;9;1.000;0;NOCHE;5;8;1.800;1.125;19.425;30.967;0;0.000;0;0;0;2;0;0.000
2024-11-21 04:00:00;2;9;9;1.000;0;NOCHE;5;8;1.800;1.125;14.208;24.040;1;0.500;0;0;0;2;0;0.000
2024-11-21 05:00:00;0;11;9;1.222;2;NOCHE;5;8;2.200;1.375;;;0;0.000;0;0;0;0;0;
2024-11-21 06:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;4.183;4.183;0;0.000;0;0;0;1;0;0.000
2024-11-21 07:00:00;3;4;9;0.444;0;NOCHE;5;8;0.800;0.500;11.842;16.049;0;0.000;0;0;0;2;0;0.000
2024-11-21 08:00:00;4;7;9;0.778;0;MANANA;10;8;0.700;0.875;6.442;9.137;0;0.000;0;0;0;3;1;0.000
2024-11-21 09:00:00;15;10;9;1.111;1;MANANA;10;8;1.000;1.250;5.358;8.315;3;0.200;0;0;0;3;5;0.000
2024-11-21 10:00:00;13;19;9;2.111;10;MANANA;10;8;1.900;2.375;8.445;14.037;1;0.077;0;0;0;7;5;0.000
2024-11-21 11:00:00;18;27;9;3.000;18;MANANA;10;8;2.700;3.375;8.038;14.622;2;0.111;0;0;1;5;9;0.000
2024-11-21 12:00:00;15;34;9;3.778;25;MANANA;10;8;3.400;4.250;8.924;13.375;1;0.067;0;1;0;4;6;0.091
2024-11-21 13:00:00;7;28;9;3.111;19;MANANA;10;8;2.800;3.500;21.617;53.150;2;0.286;0;1;2;2;1;0.167
2024-11-21 14:00:00;10;22;9;2.444;13;MANANA;10;8;2.200;2.750;5.632;9.526;3;0.300;0;0;2;1;7;0.000
2024-11-21 15:00:00;11;22;9;2.444;13;TARDE;10;8;2.200;2.750;4.842;8.767;2;0.182;0;1;0;2;8;0.091
2024-11-21 16:00:00;5;24;9;2.667;15;TARDE;10;8;2.400;3.000;7.557;16.566;0;0.000;0;0;0;0;5;0.000
2024-11-21 17:00:00;15;22;9;2.444;13;TARDE;10;8;2.200;2.750;6.409;11.782;2;0.133;0;0;0;2;13;0.000
2024-11-21 18:00:00;7;21;9;2.333;12;TARDE;10;8;2.100;2.625;4.733;8.785;0;0.000;0;0;0;3;4;0.000
2024-11-21 19:00:00;9;19;9;2.111;10;TARDE;10;8;1.900;2.375;4.074;5.387;1;0.111;0;0;0;3;6;0.000
2024-11-21 20:00:00;8;22;9;2.444;13;TARDE;10;8;2.200;2.750;3.375;4.712;1;0.125;0;1;0;2;5;0.125
2024-11-21 21:00:00;6;19;9;2.111;10;TARDE;10;8;1.900;2.375;4.725;6.979;2;0.333;0;0;0;0;6;0.000
2024-11-21 22:00:00;5;17;9;1.889;8;NOCHE;5;8;3.400;2.125;4.437;5.696;1;0.200;0;0;0;0;5;0.000
2024-11-21 23:00:00;5;17;9;1.889;8;NOCHE;5;8;3.400;2.125;3.307;4.487;0;0.000;0;0;0;2;3;0.000
2024-11-22 00:00:00;1;16;9;1.778;7;NOCHE;5;8;3.200;2.000;5.950;5.950;0;0.000;0;0;0;0;1;0.000
2024-11-22 01:00:00;1;9;9;1.000;0;NOCHE;5;8;1.800;1.125;3.767;3.767;0;0.000;0;0;0;0;1;0.000
2024-11-22 02:00:00;0;7;9;0.778;0;NOCHE;5;8;1.400;0.875;;;0;0.000;0;0;0;0;0;
2024-11-22 03:00:00;3;5;9;0.556;0;NOCHE;5;8;1.000;0.625;4.522;7.273;1;0.333;0;1;0;1;1;0.333
2024-11-22 04:00:00;1;7;9;0.778;0;NOCHE;5;8;1.400;0.875;;;1;1.000;0;0;0;0;0;
2024-11-22 05:00:00;2;7;9;0.778;0;NOCHE;5;8;1.400;0.875;3.625;4.442;0;0.000;0;0;0;0;2;0.000
2024-11-22 06:00:00;1;7;9;0.778;0;NOCHE;5;8;1.400;0.875;4.767;4.767;0;0.000;0;0;0;0;1;0.000
2024-11-22 07:00:00;1;5;9;0.556;0;NOCHE;5;8;1.000;0.625;9.317;9.317;0;0.000;0;0;0;1;0;0.000
2024-11-22 08:00:00;5;6;9;0.667;0;MANANA;10;8;0.600;0.750;3.093;4.004;0;0.000;0;0;0;1;4;0.000
2024-11-22 09:00:00;13;7;9;0.778;0;MANANA;10;8;0.700;0.875;4.796;8.447;1;0.077;0;0;0;2;11;0.000
2024-11-22 10:00:00;15;14;9;1.556;5;MANANA;10;8;1.400;1.750;4.256;6.425;3;0.200;0;0;0;5;10;0.000
2024-11-22 11:00:00;13;22;9;2.444;13;MANANA;10;8;2.200;2.750;4.817;9.843;1;0.077;0;0;2;4;6;0.000
2024-11-22 12:00:00;16;26;9;2.889;17;MANANA;10;8;2.600;3.250;5.714;9.184;1;0.062;0;0;0;3;13;0.000
2024-11-22 13:00:00;11;30;9;3.333;21;MANANA;10;8;3.000;3.750;4.910;7.884;1;0.091;0;0;1;0;9;0.000
2024-11-22 14:00:00;9;25;9;2.778;16;MANANA;10;8;2.500;3.125;4.335;6.783;1;0.111;0;0;0;2;7;0.000
2024-11-22 15:00:00;10;27;9;3.000;18;TARDE;10;8;2.700;3.375;5.205;7.768;2;0.200;0;0;1;5;4;0.000
2024-11-22 16:00:00;12;30;9;3.333;21;TARDE;10;8;3.000;3.750;5.003;8.243;3;0.250;0;0;5;2;3;0.000
2024-11-22 17:00:00;8;29;9;3.222;20;TARDE;10;8;2.900;3.625;3.571;4.308;1;0.125;0;0;0;5;2;0.000
